county_fips,state_abbrev,county_name,climate_zone
01001,AL,Autauga County,3A
01003,AL,Baldwin County,3A
01005,AL,Barbour County,3A
01007,AL,Bibb County,3A
01009,AL,Blount County,3A
01011,AL,Bullock County,3A
01013,AL,Butler County,3A
01015,AL,Calhoun County,3A
01017,AL,Chambers County,3A
01019,AL,Cherokee County,3A
01021,AL,Chilton County,3A
01023,AL,Choctaw County,3A
01025,AL,Clarke County,3A
01027,AL,Clay County,3A
01029,AL,Cleburne County,3A
01031,AL,Coffee County,3A
01033,AL,Colbert County,3A
01035,AL,Conecuh County,3A
01037,AL,Coosa County,3A
01039,AL,Covington County,3A
01041,AL,Crenshaw County,3A
01043,AL,Cullman County,3A
01045,AL,Dale County,3A
01047,AL,Dallas County,3A
01049,AL,DeKalb County,3A
01051,AL,Elmore County,3A
01053,AL,Escambia County,3A
01055,AL,Etowah County,3A
01057,AL,Fayette County,3A
01059,AL,Franklin County,3A
01061,AL,Geneva County,3A
01063,AL,Greene County,3A
01065,AL,Hale County,3A
01067,AL,Henry County,3A
01069,AL,Houston County,3A
01071,AL,Jackson County,3A
01073,AL,Jefferson County,3A
01075,AL,Lamar County,3A
01077,AL,Lauderdale County,3A
01079,AL,Lawrence County,3A
01081,AL,Lee County,3A
01083,AL,Limestone County,3A
01085,AL,Lowndes County,3A
01087,AL,Macon County,3A
01089,AL,Madison County,3A
01091,AL,Marengo County,3A
01093,AL,Marion County,3A
01095,AL,Marshall County,3A
01097,AL,Mobile County,3A
01099,AL,Monroe County,3A
01101,AL,Montgomery County,3A
01103,AL,Morgan County,3A
01105,AL,Perry County,3A
01107,AL,Pickens County,3A
01109,AL,Pike County,3A
01111,AL,Randolph County,3A
01113,AL,Russell County,3A
01115,AL,St. Clair County,3A
01117,AL,Shelby County,3A
01119,AL,Sumter County,3A
01121,AL,Talladega County,3A
01123,AL,Tallapoosa County,3A
01125,AL,Tuscaloosa County,3A
01127,AL,Walker County,3A
01129,AL,Washington County,3A
01131,AL,Wilcox County,3A
01133,AL,Winston County,3A
02013,AK,Aleutians East Borough,7
02016,AK,Aleutians West Census Area,7
02020,AK,Anchorage Municipality,7
02050,AK,Bethel Census Area,7
02060,AK,Bristol Bay Borough,7
02063,AK,Chugach Census Area,7
02066,AK,Copper River Census Area,7
02068,AK,Denali Borough,7
02070,AK,Dillingham Census Area,7
02090,AK,Fairbanks North Star Borough,8
02100,AK,Haines Borough,8
02105,AK,Hoonah-Angoon Census Area,7
02110,AK,Juneau City and Borough,7
02122,AK,Kenai Peninsula Borough,7
02130,AK,Ketchikan Gateway Borough,7
02150,AK,Kodiak Island Borough,7
02158,AK,Kusilvak Census Area,7
02164,AK,Lake and Peninsula Borough,7
02170,AK,Matanuska-Susitna Borough,7
02180,AK,Nome Census Area,8
02185,AK,North Slope Borough,8
02188,AK,Northwest Arctic Borough,8
02195,AK,Petersburg Borough,7
02198,AK,Prince of Wales-Hyder Census Area,7
02220,AK,Sitka City and Borough,7
02230,AK,Skagway Municipality,7
02240,AK,Southeast Fairbanks Census Area,8
02275,AK,Wrangell City and Borough,7
02282,AK,Yakutat City and Borough,7
02290,AK,Yukon-Koyukuk Census Area,8
04001,AZ,Apache County,5B
04003,AZ,Cochise County,3B
04005,AZ,Coconino County,5B
04007,AZ,Gila County,3B
04009,AZ,Graham County,3B
04011,AZ,Greenlee County,3B
04012,AZ,La Paz County,2B
04013,AZ,Maricopa County,2B
04015,AZ,Mohave County,3B
04017,AZ,Navajo County,5B
04019,AZ,Pima County,2B
04021,AZ,Pinal County,2B
04023,AZ,Santa Cruz County,2B
04025,AZ,Yavapai County,3B
04027,AZ,Yuma County,2B
05001,AR,Arkansas County,3A
05003,AR,Ashley County,3A
05005,AR,Baxter County,3A
05007,AR,Benton County,3A
05009,AR,Boone County,3A
05011,AR,Bradley County,3A
05013,AR,Calhoun County,3A
05015,AR,Carroll County,3A
05017,AR,Chicot County,3A
05019,AR,Clark County,3A
05021,AR,Clay County,3A
05023,AR,Cleburne County,3A
05025,AR,Cleveland County,3A
05027,AR,Columbia County,3A
05029,AR,Conway County,3A
05031,AR,Craighead County,3A
05033,AR,Crawford County,3A
05035,AR,Crittenden County,3A
05037,AR,Cross County,3A
05039,AR,Dallas County,3A
05041,AR,Desha County,3A
05043,AR,Drew County,3A
05045,AR,Faulkner County,3A
05047,AR,Franklin County,3A
05049,AR,Fulton County,3A
05051,AR,Garland County,3A
05053,AR,Grant County,3A
05055,AR,Greene County,3A
05057,AR,Hempstead County,3A
05059,AR,Hot Spring County,3A
05061,AR,Howard County,3A
05063,AR,Independence County,3A
05065,AR,Izard County,3A
05067,AR,Jackson County,3A
05069,AR,Jefferson County,3A
05071,AR,Johnson County,3A
05073,AR,Lafayette County,3A
05075,AR,Lawrence County,3A
05077,AR,Lee County,3A
05079,AR,Lincoln County,3A
05081,AR,Little River County,3A
05083,AR,Logan County,3A
05085,AR,Lonoke County,3A
05087,AR,Madison County,3A
05089,AR,Marion County,3A
05091,AR,Miller County,3A
05093,AR,Mississippi County,3A
05095,AR,Monroe County,3A
05097,AR,Montgomery County,3A
05099,AR,Nevada County,3A
05101,AR,Newton County,3A
05103,AR,Ouachita County,3A
05105,AR,Perry County,3A
05107,AR,Phillips County,3A
05109,AR,Pike County,3A
05111,AR,Poinsett County,3A
05113,AR,Polk County,3A
05115,AR,Pope County,3A
05117,AR,Prairie County,3A
05119,AR,Pulaski County,3A
05121,AR,Randolph County,3A
05123,AR,St. Francis County,3A
05125,AR,Saline County,3A
05127,AR,Scott County,3A
05129,AR,Searcy County,3A
05131,AR,Sebastian County,3A
05133,AR,Sevier County,3A
05135,AR,Sharp County,3A
05137,AR,Stone County,3A
05139,AR,Union County,3A
05141,AR,Van Buren County,3A
05143,AR,Washington County,3A
05145,AR,White County,3A
05147,AR,Woodruff County,3A
05149,AR,Yell County,3A
06001,CA,Alameda County,3C
06003,CA,Alpine County,3B
06005,CA,Amador County,3B
06007,CA,Butte County,3B
06009,CA,Calaveras County,3B
06011,CA,Colusa County,3B
06013,CA,Contra Costa County,3C
06015,CA,Del Norte County,3B
06017,CA,El Dorado County,3B
06019,CA,Fresno County,3B
06021,CA,Glenn County,3B
06023,CA,Humboldt County,3B
06025,CA,Imperial County,3B
06027,CA,Inyo County,3B
06029,CA,Kern County,3B
06031,CA,Kings County,3B
06033,CA,Lake County,3B
06035,CA,Lassen County,5B
06037,CA,Los Angeles County,3B
06039,CA,Madera County,3B
06041,CA,Marin County,3C
06043,CA,Mariposa County,3B
06045,CA,Mendocino County,3B
06047,CA,Merced County,3B
06049,CA,Modoc County,5B
06051,CA,Mono County,3B
06053,CA,Monterey County,3B
06055,CA,Napa County,3C
06057,CA,Nevada County,3B
06059,CA,Orange County,3B
06061,CA,Placer County,3B
06063,CA,Plumas County,5B
06065,CA,Riverside County,3B
06067,CA,Sacramento County,3B
06069,CA,San Benito County,3B
06071,CA,San Bernardino County,3B
06073,CA,San Diego County,3C
06075,CA,San Francisco County,3C
06077,CA,San Joaquin County,3B
06079,CA,San Luis Obispo County,3B
06081,CA,San Mateo County,3C
06083,CA,Santa Barbara County,3B
06085,CA,Santa Clara County,3C
06087,CA,Santa Cruz County,3C
06089,CA,Shasta County,3B
06091,CA,Sierra County,5B
06093,CA,Siskiyou County,5B
06095,CA,Solano County,3B
06097,CA,Sonoma County,3C
06099,CA,Stanislaus County,3B
06101,CA,Sutter County,3B
06103,CA,Tehama County,5B
06105,CA,Trinity County,3B
06107,CA,Tulare County,3B
06109,CA,Tuolumne County,3B
06111,CA,Ventura County,3B
06113,CA,Yolo County,3B
06115,CA,Yuba County,3B
08001,CO,Adams County,5B
08003,CO,Alamosa County,5B
08005,CO,Arapahoe County,5B
08007,CO,Archuleta County,5B
08009,CO,Baca County,5B
08011,CO,Bent County,5B
08013,CO,Boulder County,5B
08014,CO,Broomfield County,5B
08015,CO,Chaffee County,5B
08017,CO,Cheyenne County,5B
08019,CO,Clear Creek County,5B
08021,CO,Conejos County,5B
08023,CO,Costilla County,5B
08025,CO,Crowley County,5B
08027,CO,Custer County,5B
08029,CO,Delta County,5B
08031,CO,Denver County,5B
08033,CO,Dolores County,5B
08035,CO,Douglas County,5B
08037,CO,Eagle County,5B
08039,CO,Elbert County,5B
08041,CO,El Paso County,5B
08043,CO,Fremont County,5B
08045,CO,Garfield County,5B
08047,CO,Gilpin County,5B
08049,CO,Grand County,5B
08051,CO,Gunnison County,5B
08053,CO,Hinsdale County,5B
08055,CO,Huerfano County,5B
08057,CO,Jackson County,5B
08059,CO,Jefferson County,5B
08061,CO,Kiowa County,5B
08063,CO,Kit Carson County,5B
08065,CO,Lake County,5B
08067,CO,La Plata County,5B
08069,CO,Larimer County,5B
08071,CO,Las Animas County,5B
08073,CO,Lincoln County,5B
08075,CO,Logan County,5B
08077,CO,Mesa County,5B
08079,CO,Mineral County,5B
08081,CO,Moffat County,5B
08083,CO,Montezuma County,5B
08085,CO,Montrose County,5B
08087,CO,Morgan County,5B
08089,CO,Otero County,5B
08091,CO,Ouray County,5B
08093,CO,Park County,5B
08095,CO,Phillips County,5B
08097,CO,Pitkin County,7
08099,CO,Prowers County,5B
08101,CO,Pueblo County,5B
08103,CO,Rio Blanco County,5B
08105,CO,Rio Grande County,5B
08107,CO,Routt County,5B
08109,CO,Saguache County,7
08111,CO,San Juan County,5B
08113,CO,San Miguel County,5B
08115,CO,Sedgwick County,5B
08117,CO,Summit County,5B
08119,CO,Teller County,5B
08121,CO,Washington County,5B
08123,CO,Weld County,5B
08125,CO,Yuma County,5B
09001,CT,Fairfield County,5A
09003,CT,Hartford County,5A
09005,CT,Litchfield County,5A
09007,CT,Middlesex County,5A
09009,CT,New Haven County,5A
09011,CT,New London County,5A
09013,CT,Tolland County,5A
09015,CT,Windham County,5A
10001,DE,Kent County,4A
10003,DE,New Castle County,4A
10005,DE,Sussex County,4A
11001,DC,District of Columbia,4A
12001,FL,Alachua County,2A
12003,FL,Baker County,2A
12005,FL,Bay County,2A
12007,FL,Bradford County,2A
12009,FL,Brevard County,2A
12011,FL,Broward County,1A
12013,FL,Calhoun County,2A
12015,FL,Charlotte County,2A
12017,FL,Citrus County,2A
12019,FL,Clay County,2A
12021,FL,Collier County,2A
12023,FL,Columbia County,2A
12027,FL,DeSoto County,2A
12029,FL,Dixie County,2A
12031,FL,Duval County,2A
12033,FL,Escambia County,2A
12035,FL,Flagler County,2A
12037,FL,Franklin County,2A
12039,FL,Gadsden County,2A
12041,FL,Gilchrist County,2A
12043,FL,Glades County,2A
12045,FL,Gulf County,2A
12047,FL,Hamilton County,2A
12049,FL,Hardee County,2A
12051,FL,Hendry County,2A
12053,FL,Hernando County,2A
12055,FL,Highlands County,2A
12057,FL,Hillsborough County,2A
12059,FL,Holmes County,2A
12061,FL,Indian River County,2A
12063,FL,Jackson County,2A
12065,FL,Jefferson County,2A
12067,FL,Lafayette County,2A
12069,FL,Lake County,2A
12071,FL,Lee County,2A
12073,FL,Leon County,2A
12075,FL,Levy County,2A
12077,FL,Liberty County,2A
12079,FL,Madison County,2A
12081,FL,Manatee County,2A
12083,FL,Marion County,2A
12085,FL,Martin County,2A
12086,FL,Miami-Dade County,1A
12087,FL,Monroe County,1A
12089,FL,Nassau County,2A
12091,FL,Okaloosa County,2A
12093,FL,Okeechobee County,2A
12095,FL,Orange County,2A
12097,FL,Osceola County,2A
12099,FL,Palm Beach County,1A
12101,FL,Pasco County,2A
12103,FL,Pinellas County,2A
12105,FL,Polk County,2A
12107,FL,Putnam County,2A
12109,FL,St. Johns County,2A
12111,FL,St. Lucie County,2A
12113,FL,Santa Rosa County,2A
12115,FL,Sarasota County,2A
12117,FL,Seminole County,2A
12119,FL,Sumter County,2A
12121,FL,Suwannee County,2A
12123,FL,Taylor County,2A
12125,FL,Union County,2A
12127,FL,Volusia County,2A
12129,FL,Wakulla County,2A
12131,FL,Walton County,2A
12133,FL,Washington County,2A
13001,GA,Appling County,3A
13003,GA,Atkinson County,3A
13005,GA,Bacon County,3A
13007,GA,Baker County,3A
13009,GA,Baldwin County,3A
13011,GA,Banks County,3A
13013,GA,Barrow County,3A
13015,GA,Bartow County,3A
13017,GA,Ben Hill County,3A
13019,GA,Berrien County,3A
13021,GA,Bibb County,3A
13023,GA,Bleckley County,3A
13025,GA,Brantley County,3A
13027,GA,Brooks County,3A
13029,GA,Bryan County,3A
13031,GA,Bulloch County,3A
13033,GA,Burke County,3A
13035,GA,Butts County,3A
13037,GA,Calhoun County,3A
13039,GA,Camden County,3A
13043,GA,Candler County,3A
13045,GA,Carroll County,3A
13047,GA,Catoosa County,3A
13049,GA,Charlton County,3A
13051,GA,Chatham County,3A
13053,GA,Chattahoochee County,3A
13055,GA,Chattooga County,3A
13057,GA,Cherokee County,3A
13059,GA,Clarke County,3A
13061,GA,Clay County,3A
13063,GA,Clayton County,3A
13065,GA,Clinch County,3A
13067,GA,Cobb County,3A
13069,GA,Coffee County,3A
13071,GA,Colquitt County,3A
13073,GA,Columbia County,3A
13075,GA,Cook County,3A
13077,GA,Coweta County,3A
13079,GA,Crawford County,3A
13081,GA,Crisp County,3A
13083,GA,Dade County,3A
13085,GA,Dawson County,3A
13087,GA,Decatur County,3A
13089,GA,DeKalb County,3A
13091,GA,Dodge County,3A
13093,GA,Dooly County,3A
13095,GA,Dougherty County,3A
13097,GA,Douglas County,3A
13099,GA,Early County,3A
13101,GA,Echols County,3A
13103,GA,Effingham County,3A
13105,GA,Elbert County,3A
13107,GA,Emanuel County,3A
13109,GA,Evans County,3A
13111,GA,Fannin County,3A
13113,GA,Fayette County,3A
13115,GA,Floyd County,3A
13117,GA,Forsyth County,3A
13119,GA,Franklin County,3A
13121,GA,Fulton County,3A
13123,GA,Gilmer County,3A
13125,GA,Glascock County,3A
13127,GA,Glynn County,3A
13129,GA,Gordon County,3A
13131,GA,Grady County,3A
13133,GA,Greene County,3A
13135,GA,Gwinnett County,3A
13137,GA,Habersham County,3A
13139,GA,Hall County,3A
13141,GA,Hancock County,3A
13143,GA,Haralson County,3A
13145,GA,Harris County,3A
13147,GA,Hart County,3A
13149,GA,Heard County,3A
13151,GA,Henry County,3A
13153,GA,Houston County,3A
13155,GA,Irwin County,3A
13157,GA,Jackson County,3A
13159,GA,Jasper County,3A
13161,GA,Jeff Davis County,3A
13163,GA,Jefferson County,3A
13165,GA,Jenkins County,3A
13167,GA,Johnson County,3A
13169,GA,Jones County,3A
13171,GA,Lamar County,3A
13173,GA,Lanier County,3A
13175,GA,Laurens County,3A
13177,GA,Lee County,3A
13179,GA,Liberty County,3A
13181,GA,Lincoln County,3A
13183,GA,Long County,3A
13185,GA,Lowndes County,3A
13187,GA,Lumpkin County,3A
13189,GA,McDuffie County,3A
13191,GA,McIntosh County,3A
13193,GA,Macon County,3A
13195,GA,Madison County,3A
13197,GA,Marion County,3A
13199,GA,Meriwether County,3A
13201,GA,Miller County,3A
13205,GA,Mitchell County,3A
13207,GA,Monroe County,3A
13209,GA,Montgomery County,3A
13211,GA,Morgan County,3A
13213,GA,Murray County,3A
13215,GA,Muscogee County,3A
13217,GA,Newton County,3A
13219,GA,Oconee County,3A
13221,GA,Oglethorpe County,3A
13223,GA,Paulding County,3A
13225,GA,Peach County,3A
13227,GA,Pickens County,3A
13229,GA,Pierce County,3A
13231,GA,Pike County,3A
13233,GA,Polk County,3A
13235,GA,Pulaski County,3A
13237,GA,Putnam County,3A
13239,GA,Quitman County,3A
13241,GA,Rabun County,3A
13243,GA,Randolph County,3A
13245,GA,Richmond County,3A
13247,GA,Rockdale County,3A
13249,GA,Schley County,3A
13251,GA,Screven County,3A
13253,GA,Seminole County,3A
13255,GA,Spalding County,3A
13257,GA,Stephens County,3A
13259,GA,Stewart County,3A
13261,GA,Sumter County,3A
13263,GA,Talbot County,3A
13265,GA,Taliaferro County,3A
13267,GA,Tattnall County,3A
13269,GA,Taylor County,3A
13271,GA,Telfair County,3A
13273,GA,Terrell County,3A
13275,GA,Thomas County,3A
13277,GA,Tift County,3A
13279,GA,Toombs County,3A
13281,GA,Towns County,3A
13283,GA,Treutlen County,3A
13285,GA,Troup County,3A
13287,GA,Turner County,3A
13289,GA,Twiggs County,3A
13291,GA,Union County,3A
13293,GA,Upson County,3A
13295,GA,Walker County,3A
13297,GA,Walton County,3A
13299,GA,Ware County,3A
13301,GA,Warren County,3A
13303,GA,Washington County,3A
13305,GA,Wayne County,3A
13307,GA,Webster County,3A
13309,GA,Wheeler County,3A
13311,GA,White County,3A
13313,GA,Whitfield County,3A
13315,GA,Wilcox County,3A
13317,GA,Wilkes County,3A
13319,GA,Wilkinson County,3A
13321,GA,Worth County,3A
15001,HI,Hawaii County,1A
15003,HI,Honolulu County,1A
15005,HI,Kalawao County,1A
15007,HI,Kauai County,1A
15009,HI,Maui County,1A
16001,ID,Ada County,5B
16003,ID,Adams County,5B
16005,ID,Bannock County,5B
16007,ID,Bear Lake County,5B
16009,ID,Benewah County,5B
16011,ID,Bingham County,5B
16013,ID,Blaine County,5B
16015,ID,Boise County,5B
16017,ID,Bonner County,5B
16019,ID,Bonneville County,5B
16021,ID,Boundary County,5B
16023,ID,Butte County,5B
16025,ID,Camas County,5B
16027,ID,Canyon County,5B
16029,ID,Caribou County,5B
16031,ID,Cassia County,5B
16033,ID,Clark County,5B
16035,ID,Clearwater County,5B
16037,ID,Custer County,5B
16039,ID,Elmore County,5B
16041,ID,Franklin County,5B
16043,ID,Fremont County,5B
16045,ID,Gem County,5B
16047,ID,Gooding County,5B
16049,ID,Idaho County,5B
16051,ID,Jefferson County,5B
16053,ID,Jerome County,5B
16055,ID,Kootenai County,5B
16057,ID,Latah County,5B
16059,ID,Lemhi County,5B
16061,ID,Lewis County,5B
16063,ID,Lincoln County,5B
16065,ID,Madison County,5B
16067,ID,Minidoka County,5B
16069,ID,Nez Perce County,5B
16071,ID,Oneida County,5B
16073,ID,Owyhee County,5B
16075,ID,Payette County,5B
16077,ID,Power County,5B
16079,ID,Shoshone County,5B
16081,ID,Teton County,5B
16083,ID,Twin Falls County,5B
16085,ID,Valley County,5B
16087,ID,Washington County,5B
17001,IL,Adams County,5A
17003,IL,Alexander County,5A
17005,IL,Bond County,5A
17007,IL,Boone County,5A
17009,IL,Brown County,5A
17011,IL,Bureau County,5A
17013,IL,Calhoun County,5A
17015,IL,Carroll County,5A
17017,IL,Cass County,5A
17019,IL,Champaign County,5A
17021,IL,Christian County,5A
17023,IL,Clark County,5A
17025,IL,Clay County,5A
17027,IL,Clinton County,5A
17029,IL,Coles County,5A
17031,IL,Cook County,5A
17033,IL,Crawford County,5A
17035,IL,Cumberland County,5A
17037,IL,DeKalb County,5A
17039,IL,De Witt County,5A
17041,IL,Douglas County,5A
17043,IL,DuPage County,5A
17045,IL,Edgar County,5A
17047,IL,Edwards County,5A
17049,IL,Effingham County,5A
17051,IL,Fayette County,5A
17053,IL,Ford County,5A
17055,IL,Franklin County,5A
17057,IL,Fulton County,5A
17059,IL,Gallatin County,5A
17061,IL,Greene County,5A
17063,IL,Grundy County,5A
17065,IL,Hamilton County,5A
17067,IL,Hancock County,5A
17069,IL,Hardin County,5A
17071,IL,Henderson County,5A
17073,IL,Henry County,5A
17075,IL,Iroquois County,5A
17077,IL,Jackson County,5A
17079,IL,Jasper County,5A
17081,IL,Jefferson County,5A
17083,IL,Jersey County,5A
17085,IL,Jo Daviess County,5A
17087,IL,Johnson County,5A
17089,IL,Kane County,5A
17091,IL,Kankakee County,5A
17093,IL,Kendall County,5A
17095,IL,Knox County,5A
17097,IL,Lake County,5A
17099,IL,LaSalle County,5A
17101,IL,Lawrence County,5A
17103,IL,Lee County,5A
17105,IL,Livingston County,5A
17107,IL,Logan County,5A
17109,IL,McDonough County,5A
17111,IL,McHenry County,5A
17113,IL,McLean County,5A
17115,IL,Macon County,5A
17117,IL,Macoupin County,5A
17119,IL,Madison County,5A
17121,IL,Marion County,5A
17123,IL,Marshall County,5A
17125,IL,Mason County,5A
17127,IL,Massac County,5A
17129,IL,Menard County,5A
17131,IL,Mercer County,5A
17133,IL,Monroe County,5A
17135,IL,Montgomery County,5A
17137,IL,Morgan County,5A
17139,IL,Moultrie County,5A
17141,IL,Ogle County,5A
17143,IL,Peoria County,5A
17145,IL,Perry County,5A
17147,IL,Piatt County,5A
17149,IL,Pike County,5A
17151,IL,Pope County,5A
17153,IL,Pulaski County,5A
17155,IL,Putnam County,5A
17157,IL,Randolph County,5A
17159,IL,Richland County,5A
17161,IL,Rock Island County,5A
17163,IL,St. Clair County,5A
17165,IL,Saline County,5A
17167,IL,Sangamon County,5A
17169,IL,Schuyler County,5A
17171,IL,Scott County,5A
17173,IL,Shelby County,5A
17175,IL,Stark County,5A
17177,IL,Stephenson County,5A
17179,IL,Tazewell County,5A
17181,IL,Union County,5A
17183,IL,Vermilion County,5A
17185,IL,Wabash County,5A
17187,IL,Warren County,5A
17189,IL,Washington County,5A
17191,IL,Wayne County,5A
17193,IL,White County,5A
17195,IL,Whiteside County,5A
17197,IL,Will County,5A
17199,IL,Williamson County,5A
17201,IL,Winnebago County,5A
17203,IL,Woodford County,5A
18001,IN,Adams County,5A
18003,IN,Allen County,5A
18005,IN,Bartholomew County,5A
18007,IN,Benton County,5A
18009,IN,Blackford County,5A
18011,IN,Boone County,5A
18013,IN,Brown County,5A
18015,IN,Carroll County,5A
18017,IN,Cass County,5A
18019,IN,Clark County,5A
18021,IN,Clay County,5A
18023,IN,Clinton County,5A
18025,IN,Crawford County,5A
18027,IN,Daviess County,5A
18029,IN,Dearborn County,5A
18031,IN,Decatur County,5A
18033,IN,DeKalb County,5A
18035,IN,Delaware County,5A
18037,IN,Dubois County,5A
18039,IN,Elkhart County,5A
18041,IN,Fayette County,5A
18043,IN,Floyd County,5A
18045,IN,Fountain County,5A
18047,IN,Franklin County,5A
18049,IN,Fulton County,5A
18051,IN,Gibson County,5A
18053,IN,Grant County,5A
18055,IN,Greene County,5A
18057,IN,Hamilton County,5A
18059,IN,Hancock County,5A
18061,IN,Harrison County,5A
18063,IN,Hendricks County,5A
18065,IN,Henry County,5A
18067,IN,Howard County,5A
18069,IN,Huntington County,5A
18071,IN,Jackson County,5A
18073,IN,Jasper County,5A
18075,IN,Jay County,5A
18077,IN,Jefferson County,5A
18079,IN,Jennings County,5A
18081,IN,Johnson County,5A
18083,IN,Knox County,5A
18085,IN,Kosciusko County,5A
18087,IN,LaGrange County,5A
18089,IN,Lake County,5A
18091,IN,LaPorte County,5A
18093,IN,Lawrence County,5A
18095,IN,Madison County,5A
18097,IN,Marion County,5A
18099,IN,Marshall County,5A
18101,IN,Martin County,5A
18103,IN,Miami County,5A
18105,IN,Monroe County,5A
18107,IN,Montgomery County,5A
18109,IN,Morgan County,5A
18111,IN,Newton County,5A
18113,IN,Noble County,5A
18115,IN,Ohio County,5A
18117,IN,Orange County,5A
18119,IN,Owen County,5A
18121,IN,Parke County,5A
18123,IN,Perry County,5A
18125,IN,Pike County,5A
18127,IN,Porter County,5A
18129,IN,Posey County,5A
18131,IN,Pulaski County,5A
18133,IN,Putnam County,5A
18135,IN,Randolph County,5A
18137,IN,Ripley County,5A
18139,IN,Rush County,5A
18141,IN,St. Joseph County,5A
18143,IN,Scott County,5A
18145,IN,Shelby County,5A
18147,IN,Spencer County,5A
18149,IN,Starke County,5A
18151,IN,Steuben County,5A
18153,IN,Sullivan County,5A
18155,IN,Switzerland County,5A
18157,IN,Tippecanoe County,5A
18159,IN,Tipton County,5A
18161,IN,Union County,5A
18163,IN,Vanderburgh County,5A
18165,IN,Vermillion County,5A
18167,IN,Vigo County,5A
18169,IN,Wabash County,5A
18171,IN,Warren County,5A
18173,IN,Warrick County,5A
18175,IN,Washington County,5A
18177,IN,Wayne County,5A
18179,IN,Wells County,5A
18181,IN,White County,5A
18183,IN,Whitley County,5A
19001,IA,Adair County,5A
19003,IA,Adams County,5A
19005,IA,Allamakee County,5A
19007,IA,Appanoose County,5A
19009,IA,Audubon County,5A
19011,IA,Benton County,5A
19013,IA,Black Hawk County,5A
19015,IA,Boone County,5A
19017,IA,Bremer County,5A
19019,IA,Buchanan County,5A
19021,IA,Buena Vista County,5A
19023,IA,Butler County,5A
19025,IA,Calhoun County,5A
19027,IA,Carroll County,5A
19029,IA,Cass County,5A
19031,IA,Cedar County,5A
19033,IA,Cerro Gordo County,5A
19035,IA,Cherokee County,5A
19037,IA,Chickasaw County,5A
19039,IA,Clarke County,5A
19041,IA,Clay County,5A
19043,IA,Clayton County,5A
19045,IA,Clinton County,5A
19047,IA,Crawford County,5A
19049,IA,Dallas County,5A
19051,IA,Davis County,5A
19053,IA,Decatur County,5A
19055,IA,Delaware County,5A
19057,IA,Des Moines County,5A
19059,IA,Dickinson County,5A
19061,IA,Dubuque County,5A
19063,IA,Emmet County,5A
19065,IA,Fayette County,5A
19067,IA,Floyd County,5A
19069,IA,Franklin County,5A
19071,IA,Fremont County,5A
19073,IA,Greene County,5A
19075,IA,Grundy County,5A
19077,IA,Guthrie County,5A
19079,IA,Hamilton County,5A
19081,IA,Hancock County,5A
19083,IA,Hardin County,5A
19085,IA,Harrison County,5A
19087,IA,Henry County,5A
19089,IA,Howard County,5A
19091,IA,Humboldt County,5A
19093,IA,Ida County,5A
19095,IA,Iowa County,5A
19097,IA,Jackson County,5A
19099,IA,Jasper County,5A
19101,IA,Jefferson County,5A
19103,IA,Johnson County,5A
19105,IA,Jones County,5A
19107,IA,Keokuk County,5A
19109,IA,Kossuth County,5A
19111,IA,Lee County,5A
19113,IA,Linn County,5A
19115,IA,Louisa County,5A
19117,IA,Lucas County,5A
19119,IA,Lyon County,5A
19121,IA,Madison County,5A
19123,IA,Mahaska County,5A
19125,IA,Marion County,5A
19127,IA,Marshall County,5A
19129,IA,Mills County,5A
19131,IA,Mitchell County,5A
19133,IA,Monona County,5A
19135,IA,Monroe County,5A
19137,IA,Montgomery County,5A
19139,IA,Muscatine County,5A
19141,IA,O'Brien County,5A
19143,IA,Osceola County,5A
19145,IA,Page County,5A
19147,IA,Palo Alto County,5A
19149,IA,Plymouth County,5A
19151,IA,Pocahontas County,5A
19153,IA,Polk County,5A
19155,IA,Pottawattamie County,5A
19157,IA,Poweshiek County,5A
19159,IA,Ringgold County,5A
19161,IA,Sac County,5A
19163,IA,Scott County,5A
19165,IA,Shelby County,5A
19167,IA,Sioux County,5A
19169,IA,Story County,5A
19171,IA,Tama County,5A
19173,IA,Taylor County,5A
19175,IA,Union County,5A
19177,IA,Van Buren County,5A
19179,IA,Wapello County,5A
19181,IA,Warren County,5A
19183,IA,Washington County,5A
19185,IA,Wayne County,5A
19187,IA,Webster County,5A
19189,IA,Winnebago County,5A
19191,IA,Winneshiek County,5A
19193,IA,Woodbury County,5A
19195,IA,Worth County,5A
19197,IA,Wright County,5A
20001,KS,Allen County,4A
20003,KS,Anderson County,4A
20005,KS,Atchison County,4A
20007,KS,Barber County,4A
20009,KS,Barton County,4A
20011,KS,Bourbon County,4A
20013,KS,Brown County,4A
20015,KS,Butler County,4A
20017,KS,Chase County,4A
20019,KS,Chautauqua County,4A
20021,KS,Cherokee County,4A
20023,KS,Cheyenne County,4A
20025,KS,Clark County,4A
20027,KS,Clay County,4A
20029,KS,Cloud County,4A
20031,KS,Coffey County,4A
20033,KS,Comanche County,4A
20035,KS,Cowley County,4A
20037,KS,Crawford County,4A
20039,KS,Decatur County,4A
20041,KS,Dickinson County,4A
20043,KS,Doniphan County,4A
20045,KS,Douglas County,4A
20047,KS,Edwards County,4A
20049,KS,Elk County,4A
20051,KS,Ellis County,4A
20053,KS,Ellsworth County,4A
20055,KS,Finney County,4A
20057,KS,Ford County,4A
20059,KS,Franklin County,4A
20061,KS,Geary County,4A
20063,KS,Gove County,4A
